Time,Latitude(deg),Longitude(deg),Altitude(km),Vel(km/s),Vel_x,Vel_y,Vel_z,Total Radiated Energy(J),Calculated Total Impact Energy(kt),Infra_energy (kT),Mass (kg),Diameter (rho = 1500 kgm-3),Lat Hemi,Long Hemi,Latitude Numerical,Longitude Numerical,Speed,Zenith Distance,Radiant azimuth,Vn,Ve,Vd,Comments,Column1,Column2,q_per,d_q_per,q_aph,a,d_a,e,d_e,incl,d_incl,omega,d_omega,asc_node,d_asc_node,v_g,d_v_g,v_h,d_v_h,alp_g,d_alp_g,del_g,d_del_g,T_j,Column53,Column54,Column55,Column56,Column57
2016-02-06 13:55,30.4S,25.5W,31,15.6,2.7,14.5,5,6.85E+12,13,,446581.1966,8.411704317,S,W,-30.4,-25.5,15.57369577,68.08569894,260.4910743,2.386891957,14.24986658,5.812404761,,,1,0.2471786,0.0342802,0.987835,0.6175068,0.016654,0.5997152,0.0447207,3.8781033,0.6950672,2.8061693,0.7179027,316.9646126,0.0035025,11.389037,1.0900928,19.0436055,1.0172812,231.8348234,1.9723547,-12.1358231,1.3808847,8.610577545,,,,,
2020-12-22 23:23,31.9N,96.2E,35.5,13.6,-2.6,5.9,-12.1,4.90E+12,9.5,,429390.1384,8.30236414,N,E,31.9,96.2,13.71057986,85.0791837,351.8030571,-13.52049215,1.947596308,1.176078495,,,1,0.9751341,0.0030047,3.2171525,2.0961433,0.2737572,0.5347961,0.0620754,5.8807159,1.4519239,192.7928003,1.8295671,271.2763685,0.0064183,8.0799648,1.1685851,37.1565074,0.743781,10.1326943,1.5141655,35.0600459,4.5689638,3.15839293,,,,,
2004-10-07 13:14,27.3S,71.5E,35,19.2,-15.3,1,11.6,1.04E+13,18,,408203.125,8.163516278,S,E,-27.3,71.5,19.22628409,62.78871466,240.1273981,8.516274039,14.82665658,8.791662591,,,1,0.8408153,0.0078752,4.2993023,2.5700588,0.5481448,0.672842,0.0706581,10.1480403,0.6977697,307.2892277,1.9025037,14.5484312,0.0000776,16.0551497,1.1705169,37.8213767,0.9732535,202.8994836,1.634785,-34.219259,1.0821622,2.743127545,,,,,
1999-01-14 08:06:05,44.0S,129.7W,32,,,,,,9.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07 20:06,28.7S,11.4E,26.5,13.1,-8.9,-7.3,-6.3,3.48E+12,7,,341005.7689,7.688500859,S,E,-28.7,11.4,13.12211873,63.31567084,27.406603,-10.40860298,-5.396829245,5.892810716,,,1,0.9176773,0.0137341,1.4969056,1.2072915,0.0857363,0.2398875,0.0646295,5.774178,0.3842907,230.2059199,1.8787513,318.7067114,0.0011457,6.5841677,1.2914029,32.6196948,0.799865,131.1121011,4.2628409,48.7614799,3.831647,4.755659258,,,,,
2001-04-23 06:12:35,28.0N,133.6W,29,,,,,,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-02 04:28:20,34.0N,21.0E,,,,,,,8.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18 09:25:59,0.9S,109.2E,,,,,,,7.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-25 5:40,4.1N,14.0E,59,11.6,-3.4,-10.8,2.4,2.28E+12,4.8,,298216.409,7.352474805,N,E,4.1,14,11.57410904,60.35386435,106.260249,2.816533749,-9.656659399,5.725038593,,,1,0.9870408,0.0772119,1.0687881,1.0279145,0.0957722,0.0397637,0.1645598,1.4353787,7.1698322,289.6594491,40.4027221,243.4831439,0.2834011,1.1386936,5.7067467,29.813326,1.3490142,89.6945693,46.7453983,-17.4935972,1.7512651,5.453701605,,,,,
2014-08-23 6:29,61.7S,132.6E,22.2,16.2,-2.3,5.7,16.5,3.82E+12,7.6,,242097.2413,6.858924112,S,E,-61.7,132.6,17.60766878,47.91753233,170.4630347,12.88746141,-2.165169726,11.80065161,,,1,0.8941488,0.0091173,1.8025521,1.3483504,0.0954195,0.3368572,0.043676,20.6982598,1.590251,57.2958569,4.6246602,329.8656734,0.0001775,13.5733243,1.1403818,33.113875,0.7030357,5.7627362,2.4780225,-63.4473029,1.426953,4.313336841,,,,,
2019-06-22 21:25,14.9N,66.2W,25,14.9,-13.4,6,2.5,2.95E+12,6,,225935.7687,6.702786425,N,W,14.9,-66.2,14.89328708,48.40010012,117.9382031,5.21798438,-9.839187771,9.888024222,,,1,0.9848524,0.0023109,3.8901529,2.4375026,0.5719965,0.5959584,0.0948682,0.2164973,0.3084564,24.1643287,1.5970649,270.2419728,0.9568157,9.4138172,1.1549107,37.1728598,1.1487618,215.9709207,2.0260537,-15.1789327,1.4571369,2.886153338,,,,,
2010-09-03 12:04,61.0S,146.7E,33.3,12.3,9.8,-3.5,6.5,1.75E+12,3.8,,209980.8315,6.541158333,S,E,-61,146.7,12.26947432,30.35316013,23.3268705,-5.693322263,-2.455097852,10.5876615,,,1,0.9228424,0.0144361,1.4114459,1.1671442,0.0818987,0.2093158,0.0669844,0.8751283,0.7140405,59.4774752,3.9459823,340.7206412,0.0178002,4.9817213,1.5056374,31.604707,0.8437877,325.4277808,1.5887608,-19.6386256,3.3942374,4.894225622,,,,,
2013-10-12 16:06,19.1S,25.0W,22.2,12.8,-8,8.4,-5.5,1.61E+12,3.5,,178588.8672,6.197481651,S,W,-19.1,-25,12.83783471,49.09571267,334.1407029,-8.731321437,4.232039317,8.406180415,,,1,0.8168687,0.0144976,1.0926556,0.9547622,0.0206078,0.144427,0.0270253,9.3508414,1.5256917,64.0670716,10.5874737,199.3008059,0.0007364,6.6452801,1.2549191,29.1351566,0.3441746,203.5281502,2.9201655,39.4415495,2.9423383,5.804920342,,,,,
2009-11-21 20:53,22.0S,29.2E,38,32.1,3,-17,27,1.00E+13,18,,146038.9554,5.795482617,S,E,-22,29.2,32.04684072,61.32779955,144.561307,22.90812861,-16.30325429,15.37600544,,,1,0.9865263,0.0013375,2.8376773,1.9121018,0.3520442,0.4840618,0.0948335,52.032192,2.1421597,354.9135256,2.7772503,59.5482718,0.0000674,29.8116536,1.7107476,36.499657,1.17015,117.8778435,2.0428869,-58.1307249,1.0282904,3.115439966,,,,,
2009-02-07 19:51,56.6N,69.8E,40,15.4,-2.4,-1.9,-15.1,1.60E+12,3.5,,123376.6234,5.478732581,N,E,56.6,69.8,15.4071412,24.2832022,345.4077628,-6.131759763,1.596316676,14.04397719,,,1,0.9710889,0.003181,2.5222455,1.7466672,0.1722674,0.4440332,0.0561442,14.4528142,1.2695432,198.2559021,1.4419479,319.0526599,0.000258,10.6667498,1.1148376,35.9292633,0.6970919,88.2953172,7.9095055,80.232668,1.189975,3.559985637,,,,,
2003-09-27 12:59,21.0N,86.6E,26,18.2,-1,-5.4,-17.3,2.15E+12,4.6,,116097.0897,5.368798868,N,E,21,86.6,18.15075756,51.54644612,357.2660607,-14.19790721,0.67798541,11.28759348,,,1,0.9970911,0.0064141,1.076615,1.036853,0.0422275,0.0383487,0.035196,27.6627985,1.9983695,210.9602485,29.8078661,183.966969,0.0000117,14.3424784,1.149934,30.2402418,0.5761448,267.5929146,5.6281489,78.3922615,1.3721998,5.368124622,,,,,
2006-09-02 4:26,14.0S,109.1E,44.1,14.2,10,-9.9,1.5,1.23E+12,2.8,,116088.0778,5.368659962,S,E,-14,109.1,14.15132503,26.94597571,75.55776037,-1.599346092,-6.210031922,12.61497505,,,1,0.9319676,0.0130193,2.0998416,1.5159046,0.1218631,0.3852069,0.0570434,0.2006876,0.380697,316.5634312,2.0069002,339.4285456,0.1213109,8.4062531,1.1749235,34.2515213,0.6867593,187.1478586,1.6384698,-3.9627626,1.3048663,3.968338873,,,,,
2022-03-11 21:22,70.0N,9.1W,33.3,17.2,-11.5,-5.3,-11.7,1.85E+12,4,,113034.0725,5.321166749,N,W,70,-9.1,17.24035963,32.18276904,129.826529,5.881131369,-7.052110949,14.5914367,,,1,0.9004664,0.006651,3.575544,2.2380052,0.354912,0.5976478,0.0654616,9.4009614,0.8847175,221.425875,1.4042281,350.9767587,0.0001139,13.0493384,1.1345946,37.2771313,0.8431617,156.0167521,1.4745326,38.8950389,1.2754589,3.004360291,,,,,
2018-06-21 1:16,52.8N,38.1E,27.2,14.4,-8.9,-4.3,-10.5,1.22E+12,2.8,,112885.8025,5.318839322,N,E,52.8,38.1,14.42047156,9.982341979,237.4813704,1.343779562,2.107798694,14.20216326,,,1,0.6680476,0.0239647,1.0261791,0.8471134,0.0117026,0.2113834,0.0174907,17.550761,2.3957989,344.4386639,1.872723,89.4061889,0.001107,9.1920856,1.1346076,26.4334404,0.2736533,309.5314921,1.7683091,44.9041745,1.2430862,6.442120957,,,,,
2019-05-21 13:21,38.8S,137.5E,31.5,11.5,4.4,-8.5,6.4,6.56E+11,1.6,,101141.7769,5.127616614,S,E,-38.8,137.5,11.51390464,16.94865783,281.0485276,-0.643235389,3.294260449,11.01381389,,,1,0.9998674,0.0122984,1.3481654,1.1740164,0.1261252,0.1483361,0.1018749,2.4984184,1.5039481,24.9870231,5.3319164,239.9015925,0.0319354,3.2559576,2.0556066,31.5830873,1.2851785,182.9603045,4.1388554,-28.6600337,2.3390833,4.875364538,,,,,
2013-04-21 6:23,28.1S,64.6W,40.7,14.9,5,14,1,1.07E+12,2.5,,94139.90361,5.006462581,S,W,-28.1,-64.6,14.89966443,49.20316591,291.1210229,-4.064448592,10.52176833,9.735124488,,,1,0.9068047,0.0155361,2.5289924,1.7178986,0.1291499,0.472143,0.0473956,1.24967,0.3370262,225.8870446,2.5170038,31.1781599,0.0128721,10.3238873,1.0964545,35.3426769,0.5492314,185.8123985,1.687194,2.0092559,1.4026712,3.609263668,,,,,
2018-04-19 13:39,22.2S,72.6E,31.5,10.9,-5.9,-9.1,1.4,5.12E+11,1.3,,91473.78167,4.958751581,S,E,-22.2,72.6,10.93526406,21.09544776,312.3503741,-2.65143439,2.908746728,10.202406,,,1,nan,nan,nan,nan,nan,nan,nan,1833.462951,0,nan,nan,29.2040784,0,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,,,,,
2004-06-05 20:34,1.3N,174.4W,43,19.5,9.4,17,-1.5,1.81E+12,3.9,,85743.58974,4.852977723,N,W,1.3,-174.4,19.48358283,55.46566559,85.53422674,-1.249734559,-16.00158654,11.04524294,,,1,0.796832,0.0185992,3.3115497,2.0541908,0.2167368,0.6120945,0.047201,8.6366425,0.8091308,295.7490816,2.1309818,255.4341228,0.000363,15.5142166,1.1994109,36.2846329,0.6278902,89.4640378,1.3956633,4.6541229,1.092719,3.149104084,,,,,
2019-02-18 10:00,15.5S,25.3E,26,20.8,-16.6,-12.6,0.6,1.96E+12,4.2,,81157.54438,4.76487493,S,E,-15.5,25.3,20.84898079,18.15411938,41.4166516,-4.871474808,-4.297299594,19.81115719,,,1,0.6995782,0.0175893,3.3571343,2.0283562,0.2523554,0.6551009,0.0484381,4.9576685,0.6469603,105.20042,1.9342214,329.1805959,0.0016637,17.5081066,1.2362022,36.8505838,0.7383037,334.8271321,1.0970242,-0.5635129,1.0993453,3.150873066,,,,,
2014-11-28 11:47,45.8S,172.7W,26.1,13.4,0.4,-1.4,13.3,7.00E+11,1.7,,79149.03096,4.725242518,S,W,-45.8,-172.7,13.37946187,43.60951293,188.9738921,9.115387561,1.439478063,9.687497743,,,1,0.9577011,0.0029001,1.6238237,1.2907624,0.0757313,0.2580346,0.044204,10.1510775,1.8190671,328.9915305,2.2375421,65.9660264,0.0018304,7.4409849,1.2064392,33.3325755,0.6048814,288.4395313,6.4964683,-74.6532745,2.4064845,4.500754484,,,,,
2015-09-07 1:41,14.5N,98.9E,29.3,21,16.8,-12,-3.8,1.80E+12,3.9,,73931.97279,4.619064086,N,E,14.5,98.9,20.99237957,44.60559303,89.76755255,-0.059804987,-14.74120111,14.94568209,,,1,0.5509246,0.0284078,1.8656278,1.2082762,0.0515659,0.5440408,0.0359661,0.5501042,0.6948653,73.2957166,2.5281244,163.9638284,0.0509836,17.4092953,1.2466436,32.0336342,0.4890799,158.4246782,1.2320863,9.9812799,1.0912796,4.693562537,,,,,
2016-05-16 10:09,3.2N,6.6E,41.7,12.2,-6.7,-3.3,-9.6,5.19E+11,1.3,,73018.00591,4.59995298,N,E,3.2,6.6,12.16305883,51.57143978,15.26121738,-9.192333182,-2.508051218,7.559807521,,,1,0.9721313,0.0209246,1.3075487,1.13984,0.0453055,0.1471335,0.0515706,6.5854389,1.8248493,134.3083979,5.9474947,55.7649794,0.0045569,4.6549445,1.5779054,31.2458217,0.495027,78.4659035,16.2596725,73.267229,4.3767006,4.992811594,,,,,
2017-06-20 13:41,54.2S,133.0E,33.3,13.6,8.7,-5.7,8.8,6.36E+11,1.6,,72318.3391,4.585214848,S,E,-54.2,133,13.6242431,16.74301469,39.10129555,-3.045821751,-2.475386552,13.04666361,,,1,0.8420815,0.0196942,1.426276,1.1341788,0.0425978,0.2575407,0.0422587,3.3626635,0.7515859,80.6436349,2.8689709,269.1399713,0.0086844,7.7289156,1.1967436,31.0442725,0.47315,261.6644025,1.6409238,-36.47081,1.4591026,5.005597054,,,,,
2021-07-05 3:46,44.3N,164.2W,43.4,15.7,0.7,15.7,-0.5,7.40E+11,1.8,,61049.12978,4.333503522,N,W,44.3,-164.2,15.72354922,75.67365108,101.7337218,3.098158639,-14.91622633,3.890707553,,,1,0.9011603,0.0055678,2.5318482,1.7165042,0.2291566,0.4750026,0.069937,4.1804193,0.8891764,229.6445092,2.9603111,103.103122,0.0077878,10.6287445,1.1394945,35.0463186,0.9843634,258.130284,2.0888084,-9.5511231,2.0407602,3.608827683,,,,,
2016-04-10 14:57,22.0N,149.0E,35.2,15.1,4.7,-12.9,-6.4,6.55E+11,1.6,,58664.09368,4.276324894,N,E,22,149,15.14793715,35.75424173,282.6339398,-1.935921316,8.636779226,12.29301644,,,1,0.9593947,0.0065336,4.0574377,2.5084162,0.4233846,0.6175297,0.0667665,4.4954732,0.6198967,207.3099521,1.4224638,20.9588704,0.001668,10.6202531,1.0982999,37.6420515,0.7928974,164.3556495,1.686938,23.8827143,1.1429292,2.829528587,,,,,
2018-09-25 14:10,23.5S,56.8E,33,16.5,-16.2,2.8,0.6,8.06E+11,1.9,,58343.43434,4.268519936,S,E,-23.5,56.8,16.45113978,67.76416722,277.7468015,-2.052632055,15.0887589,6.225436241,,,1,0.8068609,0.0088343,2.1984591,1.50266,0.1530691,0.4630449,0.0559561,3.4424747,0.4592111,112.4976432,3.1771963,182.2008046,0.00069,12.6241706,1.0976389,34.3348018,0.8757643,196.2032465,1.7468412,2.6561316,1.2126552,3.971859534,,,,,
2014-05-08 19:42,36.9S,87.3E,35.4,19,-2,-16.1,9.9,1.05E+12,2.4,,55578.94737,4.200014528,S,E,-36.9,87.3,19.00578859,6.592171522,325.3874802,-1.795723521,1.239365893,18.88013107,,,1,0.4699238,0.0267772,1.4003552,0.9351395,0.0204681,0.4974827,0.0324674,5.8747205,0.8839725,127.5114553,1.9577734,227.9228227,0.0022301,15.422728,1.1728688,28.4453545,0.3649798,242.9293625,1.2866954,-30.7213544,1.1054285,5.871032666,,,,,
2017-12-15 13:14,60.2N,170.0E,20,31.4,27.8,-4.7,-13.9,3.11E+12,6.4,,54265.89314,4.166678753,N,E,60.2,170,31.43469421,33.95765974,179.3512108,17.55766929,-0.198822902,26.07352524,,,1,0.3858258,0.0212479,5.7434338,3.0646298,0.9477471,0.8741036,0.0427252,1.8963022,1.2138055,287.7414139,2.2483704,263.4426171,0.0442431,29.380466,1.6816148,38.8994364,1.1506573,92.6745945,1.1379493,25.0752503,1.0445088,2.269008656,,,,,
2010-01-15 19:17,8.3S,27.0E,25,14,-9.1,6,8.8,4.92E+11,1.2,,51183.67347,4.086257182,S,E,-8.3,27,14.00892573,61.90099655,230.0776446,7.930581923,9.477352693,6.598155523,,,1,0.9369961,0.0030612,2.481971,1.7094836,0.2264444,0.4518835,0.0720067,7.6762796,1.0523245,327.9209628,2.3866244,115.4061808,0.0012154,8.9845992,1.1169083,35.8423823,0.9589372,349.5548054,3.5577038,-39.2748247,1.0805125,3.623133377,,,,,
2010-04-16 4:38,1.8N,176.9W,22.2,18.8,12.4,-13.2,-5.2,8.44E+11,2,,47306.47352,3.980367866,N,W,1.8,-176.9,18.84250514,51.12658088,289.2273444,-4.830932925,13.85126133,11.82559287,,,1,0.7918408,0.0098193,4.1538675,2.4728541,0.4744624,0.6797867,0.063249,0.4333541,0.4981653,118.5147182,1.7715937,26.0450016,0.1073895,15.6087351,1.158212,37.5410687,0.9167535,40.1185648,1.3540495,16.6080619,1.0593142,2.800357837,,,,,
2008-10-07 2:45,20.9N,31.4E,38.9,13.3,-9,9,3.8,3.95E+11,1,,47261.00967,3.979092475,N,E,20.9,31.4,13.28307193,83.77489761,249.531279,4.617647633,12.37104386,1.440348605,,,1,0.9412898,0.0164143,2.3473663,1.6443281,0.0973665,0.4275535,0.0429362,3.8603393,0.7236605,36.3049268,4.1126221,14.0961975,0.0010182,7.9482492,1.1440623,35.1538209,0.4543774,344.7914464,4.8759556,-24.9689506,1.4107548,3.732802764,,,,,
2004-04-22 4:21,44.3S,83.3E,29.6,16.3,8.5,-12.1,-6.8,6.24E+11,1.5,,47197.86217,3.977319649,S,E,-44.3,83.3,16.27574883,78.87013599,38.09921204,-12.56720257,-9.85366644,3.141763378,,,1,0.8813813,0.0179563,2.8660379,1.8737096,0.159976,0.5296062,0.0482344,6.3545323,0.3904638,130.0802644,2.5993768,32.3318455,0.0001988,11.567823,1.1309203,35.935827,0.5624429,49.1583303,2.0506201,38.0899158,2.1395734,3.382780941,,,,,
2022-01-11 3:33,58.4S,160.2W,40.8,22.8,-2.5,5.3,22,1.26E+12,2.9,,46637.4269,3.961516051,S,W,-58.4,-160.2,22.7670815,35.8832349,154.0781762,12.00200895,-5.833512876,18.44618954,,,1,0.9739358,0.0031999,1.7468263,1.360381,0.1068977,0.2840714,0.0561119,35.1259558,1.899269,342.9984107,3.2179838,110.5790832,0.0002649,19.7748151,1.3070592,33.9413757,0.7548729,108.0895874,4.0841412,-74.367524,1.0833099,4.232772832,,,,,
2019-02-01 18:17,22.5N,83.8W,23.7,16.3,-2.4,13.6,8.7,5.79E+11,1.4,,44051.33803,3.886903454,N,W,22.5,-83.8,16.32207095,54.83082531,176.0583638,13.31099629,-0.917171075,9.401392183,,,1,0.7488468,0.018239,1.651225,1.2000359,0.0569693,0.3759796,0.040721,9.7074113,0.6199686,276.9681457,2.3898523,132.343551,0.0006547,11.8838462,1.119666,32.5778723,0.538624,324.2473192,1.4815972,-41.5927938,1.743051,4.754767519,,,,,
2006-01-28 3:33,51.7S,56.4E,37,18.7,8.4,-16.4,3.2,7.40E+11,1.8,,43032.40013,3.856703458,S,E,-51.7,56.4,18.70187156,64.34712577,72.43153163,-5.088656056,-16.07215983,8.096373135,,,1,0.6460715,0.0292791,1.7851442,1.2156079,0.0412984,0.4685198,0.0351378,8.0214401,0.6577574,85.5166383,2.9802883,307.9815882,0.0003651,14.6965248,1.1741034,32.7371828,0.37867,302.147573,1.2700682,-3.5258694,1.4068678,4.686704989,,,,,
2012-10-02 16:38,8.1S,111.9W,35,15.4,1.4,15.3,1,4.70E+11,1.2,,42300.55659,3.834717125,S,W,-8.1,-111.9,15.39642816,17.14616239,76.18619377,-1.083771605,-4.407742317,14.71214623,,,1,0.5706342,0.035846,1.1966546,0.8836444,0.0112629,0.3542264,0.036342,3.0719688,0.683735,229.98538,2.0248962,9.7165639,0.0017375,10.4356907,1.126608,27.7341428,0.2306934,167.0563063,1.2788545,-2.839633,1.2010524,6.202089852,,,,,
2009-08-23 21:17,67.7S,18.3E,34,12.2,-6.9,5.3,8.5,2.80E+11,0.75,,42125.77264,3.829428738,S,E,-67.7,18.3,12.1634699,36.96508682,280.2061098,-1.296007607,7.198502978,9.718637722,,,1,1.0096622,0.0007235,2.1276038,1.568633,0.2681297,0.3563426,0.1104191,1.2141768,0.7769529,5.9254142,0.9872963,330.7112341,0.0152788,5.0853301,1.4673836,34.486051,1.4015757,243.6864153,2.4253436,-29.6355025,3.6956067,3.878577349,,,,,
2014-06-28 2:40,18.9N,141.2E,26.3,12.4,12,3.5,-10.5,2.45E+11,0.67,,36428.19979,3.648374172,N,E,18.9,141.2,16.32482772,51.44769374,53.38216742,-7.614990181,-10.24692861,10.17410333,,,1,0.9810491,0.0059709,4.7800936,2.8805713,0.6106203,0.6594255,0.0739181,9.295188,0.669973,155.7791241,1.4443931,96.1659212,0.000832,11.5376377,1.1355914,37.9124535,0.8609654,162.6977275,2.3494722,41.7979958,1.1360413,2.627156542,,,,,
2012-08-26 14:55,11.8N,117.0E,36,12.7,5,-11.6,-0.7,2.49E+11,0.68,,35245.83049,3.608470809,N,E,11.8,117,12.65108691,9.367350277,203.2023105,1.892594021,0.811257175,12.48238558,,,1,0.9263819,0.0152133,1.5610172,1.2436995,0.0752614,0.2551401,0.0562894,3.4380752,0.8312381,233.774938,1.8872944,153.6037695,0.0023883,6.0602888,1.3246298,32.2901097,0.6683879,308.0230756,1.4179361,0.0662508,1.4912074,4.642756569,,,,,
2016-06-05 6:12,17.4S,138.3E,28.7,14.5,6,-11.9,5.7,3.31E+11,0.87,,34593.10345,3.586058688,S,E,-17.4,138.3,14.49482666,20.98591811,250.5070727,1.732239185,4.89361224,13.53336273,,,1,0.9410422,0.0057059,1.8471201,1.3940812,0.1056015,0.3249731,0.0526942,12.2051568,1.2321184,314.7537745,2.7344542,254.783145,0.0010205,9.49841,1.1180203,33.3489685,0.7227155,96.7664043,1.5430104,-23.619541,1.1922078,4.225677039,,,,,
2009-09-04 2:23,42.5N,110.0E,28.3,24,19.2,-11.6,-8.5,9.65E+11,2.3,,33381.94444,3.543713558,N,E,42.5,110,23.98853893,39.08301679,111.4635818,5.533826201,-14.07466466,18.62070306,,,1,0.6191945,0.021412,3.343054,1.9811242,0.2486177,0.687453,0.0455653,9.3078435,0.9920125,93.009182,2.2391757,161.5720124,0.0001887,21.0051297,1.3583228,36.2160752,0.7758229,169.1141386,1.1576333,19.3057752,1.0882718,3.170852158,,,,,
2018-11-20 17:30,25.3N,6.7W,27.4,17.4,-10.1,13.9,3,4.22E+11,1.1,,30373.89351,3.433915383,N,W,25.3,-6.7,17.44190357,57.96059471,238.6503711,7.692140626,12.62669758,9.252971453,,,1,0.8497119,0.0075705,3.6998264,2.2747692,0.3930873,0.6264624,0.0662054,3.341035,0.6266127,129.5794087,1.6040167,238.0462359,0.0069489,13.802709,1.1215042,37.4947124,0.8986673,260.5063566,1.4214799,-14.5278548,1.239774,2.96673817,,,,,
